id,name,lat,lon,idname
HOM,Homer,59.645556,-151.47667,HOM (Homer)
HOR,Horta,38.52,-28.716389,HOR (Horta)
YQC,Quaqtaq,61.046667,-69.618056,YQC (Quaqtaq)
YQB,Québec City Jean Lesage International,46.791111,-71.393333,YQB (Québec City Jean Lesage International)
HOT,Memorial Field,34.478889,-93.096111,HOT (Memorial Field)
YQD,The Pas,53.971389,-101.09111,YQD (The Pas)
YQG,Windsor International,42.270556,-82.961944,YQG (Windsor International)
HOV,"Ørsta–Volda Airport, Hovden",62.179167,6.071111,"HOV (Ørsta–Volda Airport, Hovden)"
HOU,William P. Hobby,29.645556,-95.278889,HOU (William P. Hobby)
YQF,Red Deer Regional,52.182222,-113.89444,YQF (Red Deer Regional)
HOX,Homalin,24.898611,94.914722,HOX (Homalin)
YQK,Kenora,49.788333,-94.363056,YQK (Kenora)
YQM,Greater Moncton Roméo LeBlanc International,46.106944,-64.6925,YQM (Greater Moncton Roméo LeBlanc International)
YQL,Lethbridge,49.629722,-112.79028,YQL (Lethbridge)
YQQ,CFB Comox,49.710833,-124.88667,YQQ (CFB Comox)
HPB,Hooper Bay,61.523889,-166.14667,HPB (Hooper Bay)
YQR,Regina International,50.429444,-104.65722,YQR (Regina International)
YQU,Grande Prairie,55.179722,-118.885,YQU (Grande Prairie)
YQT,Thunder Bay International,48.371944,-89.323889,YQT (Thunder Bay International)
HPG,Shennongjia Hongping,31.633333,110.337778,HPG (Shennongjia Hongping)
YQY,Sydney/J.A. Douglas McCurdy,46.161389,-60.047778,YQY (Sydney/J.A. Douglas McCurdy)
HPH,Cat Bi International,20.819444,106.725,HPH (Cat Bi International)
YQX,Gander International,48.947778,-54.56,YQX (Gander International)
YQZ,Quesnel,53.026111,-122.51028,YQZ (Quesnel)
HPN,Westchester County,41.066944,-73.7075,HPN (Westchester County)
YRB,Resolute Bay,74.716944,-94.969444,YRB (Resolute Bay)
YRA,Gamètì/Rae Lakes,64.115833,-117.30917,YRA (Gamètì/Rae Lakes)
YRG,Rigolet,54.179444,-58.4575,YRG (Rigolet)
YRL,Red Lake,51.066944,-93.793056000000007,YRL (Red Lake)
QBC,Bella Coola,52.3875,-126.59583,QBC (Bella Coola)
YRT,Rankin Inlet,62.811389,-92.115833,YRT (Rankin Inlet)
YRS,Red Sucker Lake,54.167778,-93.556944,YRS (Red Sucker Lake)
YSB,Sudbury,46.625,-80.798889,YSB (Sudbury)
YSG,Lutselk'e,62.417778,-110.6825,YSG (Lutselk'e)
YSK,Sanikiluaq,56.536944,-79.25,YSK (Sanikiluaq)
YSJ,Saint John,45.320556,-65.882222,YSJ (Saint John)
YSM,Fort Smith,60.020278,-111.96194,YSM (Fort Smith)
YSO,Postville,54.91,-59.786111,YSO (Postville)
YSQ,Songyuan Chaganhu,44.930556,124.550833,YSQ (Songyuan Chaganhu)
HRB,Harbin Taiping International,45.623333,126.250278,HRB (Harbin Taiping International)
HRE,Harare International,-17.931944,31.092778,HRE (Harare International)
YST,St. Theresa Point,53.845833,-94.851389,YST (St. Theresa Point)
HRG,Hurghada International,27.178611,33.801389,HRG (Hurghada International)
HRI,Mattala Rajapaksa International,6.283889,81.123889,HRI (Mattala Rajapaksa International)
YSY,Sachs Harbour (David Nasogaluak Jr. Saaryuaq),71.993889,-125.2425,YSY (Sachs Harbour (David Nasogaluak Jr. Saaryuaq))
HRK,Kharkiv International,49.926111,36.283611,HRK (Kharkiv International)
HRL,Valley International,26.228611,-97.654444,HRL (Valley International)
HRO,Boone County,36.261389,-93.154722,HRO (Boone County)
YTE,Cape Dorset,64.23,-76.526667,YTE (Cape Dorset)
YTH,Thompson,55.801111,-97.864167,YTH (Thompson)
YTM,Mont Tremblant International,46.409444,-74.78,YTM (Mont Tremblant International)
YTQ,Tasiujaq,58.6675,-69.955833,YTQ (Tasiujaq)
YTS,Timmins/Victor M. Power,48.569722,-81.376667,YTS (Timmins/Victor M. Power)
HSG,Saga,33.149722,130.302222,HSG (Saga)
YTZ,Billy Bishop Toronto City,43.6275,-79.396111,YTZ (Billy Bishop Toronto City)
YTY,Yangzhou Taizhou International,32.563056,119.718889,YTY (Yangzhou Taizhou International)
HSL,Huslia,65.697778,-156.35139,HSL (Huslia)
HSN,Zhoushan Putuoshan,29.934722,122.361944,HSN (Zhoushan Putuoshan)
YUB,Tuktoyaktuk/James Gruben,69.433333,-133.02639,YUB (Tuktoyaktuk/James Gruben)
YUD,Umiujaq,56.535556,-76.518611,YUD (Umiujaq)
HSV,Huntsville International,34.637222,-86.775,HSV (Huntsville International)
YUM,Yuma International,32.656667,-114.60611,YUM (Yuma International)
YUL,Montréal–Pierre Elliott Trudeau International,45.470556,-73.740833,YUL (Montréal–Pierre Elliott Trudeau International)
HTA,Kadala,52.026389,113.305556,HTA (Kadala)
YUS,Yushu Batang,32.836424,97.036017,YUS (Yushu Batang)
YUT,Naujaat,66.521389,-86.224722,YUT (Naujaat)
HTG,Khatanga,71.978056,102.4925,HTG (Khatanga)
YUY,Rouyn-Noranda,48.206111,-78.835556,YUY (Rouyn-Noranda)
HTI,Great Barrier Reef,-20.358056,148.951667,HTI (Great Barrier Reef)
YUX,Hall Beach,68.776111,-81.243611,YUX (Hall Beach)
HTN,Hotan,37.038056,79.865,HTN (Hotan)
HTS,Tri-State,38.368333,-82.559167,HTS (Tri-State)
HTY,Hatay,36.359722,36.284722,HTY (Hatay)
YVM,Qikiqtarjuaq,67.545833,-64.031389,YVM (Qikiqtarjuaq)
YVP,Kuujjuaq,58.091111,-68.427222,YVP (Kuujjuaq)
YVO,Val-d Or,48.053333,-77.782778,YVO (Val-d Or)
YVR,Vancouver International,49.193889,-123.18444,YVR (Vancouver International)
YVQ,Norman Wells,65.281667,-126.79833000000001,YVQ (Norman Wells)
HUE,Humera,13.833333,36.879444,HUE (Humera)
HUH,Huahine – Fare,-16.687222,-151.02167,HUH (Huahine – Fare)
YVZ,Deer Lake,52.655278,-94.061111,YVZ (Deer Lake)
HUI,Phu Bai International,16.400833,107.703056,HUI (Phu Bai International)
HUN,Hualien,24.023056,121.617778,HUN (Hualien)
HUO,Huolinguole Huolinhe,45.584167,119.738333,HUO (Huolinguole Huolinhe)
YWB,Kangiqsujuaq (Wakeham Bay),61.587778,-71.926667,YWB (Kangiqsujuaq (Wakeham Bay))
HUS,Hughes,66.043056000000007,-154.26111,HUS (Hughes)
YWG,Winnipeg James Armstrong Richardson International,49.91,-97.24,YWG (Winnipeg James Armstrong Richardson International)
HUU,Alférez FAP David Figueroa Fernandini,-9.88,-76.207222,HUU (Alférez FAP David Figueroa Fernandini)
HUX,Bahías de Huatulco International,15.775278,-96.2625,HUX (Bahías de Huatulco International)
YWH,Victoria Inner Harbour SPB,48.423889,-123.37306,YWH (Victoria Inner Harbour SPB)
HUZ,Huizhou Pingtan,23.052025,114.600784,HUZ (Huizhou Pingtan)
YWK,Wabush,52.921944,-66.864444,YWK (Wabush)
HUY,Humberside,53.574444,-0.350833,HUY (Humberside)
YWL,Williams Lake,52.183056,-122.05417,YWL (Williams Lake)
HVB,Hervey Bay,-25.32,152.880278,HVB (Hervey Bay)
HVD,Khovd,47.954167,91.628056,HVD (Khovd)
HVG,"Honningsvåg Airport, Valan",71.009722,25.980278,"HVG (Honningsvåg Airport, Valan)"
HVN,Tweed New Haven,41.263889,-72.886944,HVN (Tweed New Haven)
YXC,Cranbrook/Canadian Rockies International,49.610833,-115.78222,YXC (Cranbrook/Canadian Rockies International)
HVR,Havre City–County,48.544167,-109.75917,HVR (Havre City–County)
YXE,Saskatoon John G. Diefenbaker International,52.170833,-106.69972,YXE (Saskatoon John G. Diefenbaker International)
YXH,Medicine Hat,50.017222,-110.72306,YXH (Medicine Hat)
YXJ,Fort St. John,56.238056,-120.74028,YXJ (Fort St. John)
YXL,Sioux Lookout,50.113889,-91.905278,YXL (Sioux Lookout)
YXN,Whale Cove,62.239722,-92.597222,YXN (Whale Cove)
YXP,Pangnirtung,66.145,-65.713611,YXP (Pangnirtung)
YXT,Northwest Regional Airport Terrace-Kitimat,54.468611,-128.57611,YXT (Northwest Regional Airport Terrace-Kitimat)
YXS,Prince George,53.881944,-122.67583,YXS (Prince George)
YXU,London International,43.035556,-81.153889,YXU (London International)
YXX,Abbotsford International,49.025278,-122.36056,YXX (Abbotsford International)
YXY,Erik Nielsen Whitehorse International,60.709444,-135.06722,YXY (Erik Nielsen Whitehorse International)
YYC,Calgary International,51.113889,-114.02028,YYC (Calgary International)
YYB,North Bay/Jack Garland,46.363611,-79.422778,YYB (North Bay/Jack Garland)
YYE,Fort Nelson,58.837778,-122.59778,YYE (Fort Nelson)
YYD,Smithers,54.824722,-127.18278,YYD (Smithers)
YYG,Charlottetown,46.289167,-63.125556,YYG (Charlottetown)
YYF,Penticton Regional,49.463056,-119.60222,YYF (Penticton Regional)
YYH,Taloyoak,69.546667,-93.576667,YYH (Taloyoak)
YYJ,Victoria International,48.646944,-123.42583,YYJ (Victoria International)
YYQ,Churchill,58.736667,-94.068611,YYQ (Churchill)
YYR,CFB Goose Bay,53.319444,-60.410556,YYR (CFB Goose Bay)
YYU,Kapuskasing,49.414444,-82.471111,YYU (Kapuskasing)
YYT,St. John's International,47.618611,-52.751944,YYT (St. John's International)
YYY,Mont-Joli,48.608611,-68.208056,YYY (Mont-Joli)
YYZ,Toronto Pearson International,43.677222,-79.630556,YYZ (Toronto Pearson International)
YZF,Yellowknife,62.468611,-114.44306,YZF (Yellowknife)
YZG,Salluit,62.179167,-75.666944,YZG (Salluit)
YZP,Sandspit,53.254444,-131.81389,YZP (Sandspit)
YZR,Sarnia Chris Hadfield,42.999444,-82.308889,YZR (Sarnia Chris Hadfield)
HYA,Barnstable Municipal,41.665556,-70.281389,HYA (Barnstable Municipal)
HYD,Rajiv Gandhi International,17.231111,78.431389,HYD (Rajiv Gandhi International)
YZT,Port Hardy,50.680556,-127.36667,YZT (Port Hardy)
YZS,Coral Harbour,64.193333,-83.359444,YZS (Coral Harbour)
YZV,Sept-Îles,50.223333,-66.265556,YZV (Sept-Îles)
HYG,Hydaburg Seaplane Base,55.205278,-132.82806,HYG (Hydaburg Seaplane Base)
YZZ,Trail,49.055556,-117.60917,YZZ (Trail)
YZY,Zhangye Ganzhou,38.8075,100.660833,YZY (Zhangye Ganzhou)
HYL,Hollis Seaplane Base,55.480833,-132.65194,HYL (Hollis Seaplane Base)
HYN,Taizhou Luqiao,28.565278,121.430278,HYN (Taizhou Luqiao)
HYS,Hays Regional,38.850278,-99.275556,HYS (Hays Regional)
HZG,Hanzhong Xiguan,33.133889,107.204722,HZG (Hanzhong Xiguan)
HZH,Liping,26.323056,109.151667,HZH (Liping)
QOW,Sam Mbakwe,5.426944,7.206111,QOW (Sam Mbakwe)
ZAD,Zadar,44.108333,15.346667,ZAD (Zadar)
ZAC,York Landing,56.089722,-96.089444,ZAC (York Landing)
ZAH,Zahedan,29.473333,60.903333,ZAH (Zahedan)
ZAG,Zagreb,45.743056,16.068889,ZAG (Zagreb)
ZAJ,Zaranj,30.971389,61.866389,ZAJ (Zaranj)
ZAL,Las Marías,-39.649444,-73.086389,ZAL (Las Marías)
ZAM,Zamboanga International,6.9225,122.059722,ZAM (Zamboanga International)
ZAT,Zhaotong,27.325833,103.754722,ZAT (Zhaotong)
ZAZ,Zaragoza,41.666111,-1.041667,ZAZ (Zaragoza)
ZBF,Bathurst,47.629722,-65.738889,ZBF (Bathurst)
ZBL,Thangool,-24.494726,150.578504,ZBL (Thangool)
IAA,Igarka,67.433333,86.633333,IAA (Igarka)
ZBR,Konarak,25.444444,60.383611,ZBR (Konarak)
IAD,Washington Dulles International,38.944444,-77.455833,IAD (Washington Dulles International)
IAG,Niagara Falls International,43.107222,-78.946111,IAG (Niagara Falls International)
IAH,George Bush Intercontinental,29.984444,-95.341389,IAH (George Bush Intercontinental)
IAM,In Amenas,28.051667,9.642778,IAM (In Amenas)
IAO,Sayak,9.859167,126.015278,IAO (Sayak)
IAN,Bob Baker Memorial,66.975833,-160.43667,IAN (Bob Baker Memorial)
IAS,Iași International,47.178611,27.620556,IAS (Iași International)
IAR,Tunoshna,57.558889,40.157778,IAR (Tunoshna)
ZCL,Zacatecas International,22.897222,-102.68694,ZCL (Zacatecas International)
ZCO,La Araucanía International,-38.926944,-72.646944,ZCO (La Araucanía International)
IBA,Ibadan,7.3625,3.978333,IBA (Ibadan)
IBE,Perales,4.421111,-75.133611,IBE (Perales)
QRO,Querétaro International,20.617222,-100.18556,QRO (Querétaro International)
QRW,Warri,5.598889,5.820278,QRW (Warri)
IBR,Ibaraki,36.178333,140.418056,IBR (Ibaraki)
IBZ,Ibiza,38.872778,1.373056,IBZ (Ibiza)
QSF,Ain Arnat,36.178056,5.324444,QSF (Ain Arnat)
ICI,Cicia,-17.743333,-179.34222,ICI (Cicia)
ICN,Incheon International,37.469167,126.450556,ICN (Incheon International)
ICT,Wichita Dwight D. Eisenhower National,37.652778,-97.433056,ICT (Wichita Dwight D. Eisenhower National)
ZEL,Bella Bella (Campbell Island),52.184722,-128.15667,ZEL (Bella Bella (Campbell Island))
ZEM,Eastmain River,52.225833,-78.5225,ZEM (Eastmain River)
IDA,Idaho Falls Regional,43.514444,-112.07083,IDA (Idaho Falls Regional)
IDR,Devi Ahilya Bai Holkar,22.721667,75.801111,IDR (Devi Ahilya Bai Holkar)
ZFM,Fort McPherson,67.4075,-134.86056,ZFM (Fort McPherson)
ZFN,Tulita,64.909722,-125.5725,ZFN (Tulita)
IEG,Zielona Góra,52.138611,15.798611,IEG (Zielona Góra)
QUO,Akwa Ibom,4.873889,8.091389,QUO (Akwa Ibom)
IEV,Kyiv International Airport (Zhuliany),50.401667,30.449722,IEV (Kyiv International Airport (Zhuliany))
ZGI,Gods River,54.839722,-94.077222,ZGI (Gods River)
ZGS,La Romaine,50.259722,-60.674722,ZGS (La Romaine)
ZGU,Gaua,-14.219722,167.588333,ZGU (Gaua)
IFJ,Ísafjörður,66.058056,-23.135278,IFJ (Ísafjörður)
IFN,Isfahan International,32.751667,51.869722,IFN (Isfahan International)
ZHA,Zhanjiang,21.215278,110.358333,ZHA (Zhanjiang)
IFP,Laughlin/Bullhead International,35.161944,-114.56,IFP (Laughlin/Bullhead International)
IFO,Ivano-Frankivsk International,48.884167,24.686111,IFO (Ivano-Frankivsk International)
IGA,Inagua,20.975,-73.666944,IGA (Inagua)
IGD,Iğdır,39.972778,43.884444,IGD (Iğdır)
IGG,Igiugig,59.323889,-155.90139,IGG (Igiugig)
ZHY,Zhongwei Shapotou,37.572778,105.151389,ZHY (Zhongwei Shapotou)
ZIA,Zhukovsky International,55.553333,38.151667,ZIA (Zhukovsky International)
IGR,Cataratas del Iguazú International,-25.737222,-54.473333,IGR (Cataratas del Iguazú International)
IGU,Foz do Iguaçu International,-25.596111,-54.487222,IGU (Foz do Iguaçu International)
IGT,Nazran,43.324167,45.003056,IGT (Nazran)
ZIH,Ixtapa-Zihuatanejo International,17.601667,-101.46056,ZIH (Ixtapa-Zihuatanejo International)
ZIG,Ziguinchor,12.555556,-16.281667,ZIG (Ziguinchor)
ZIS,Zintan,31.775278,12.249444,ZIS (Zintan)
ZIX,Zhigansk,66.793889,123.364444,ZIX (Zhigansk)
IHR,Iranshahr,27.236111,60.72,IHR (Iranshahr)
IIL,Ilam,33.585556,46.405,IIL (Ilam)
ZKE,Kashechewan,52.281667,-81.678056,ZKE (Kashechewan)
ZKG,Kegaska,50.196111,-61.265833,ZKG (Kegaska)
ZKP,Zyryanka West,65.736667,150.705,ZKP (Zyryanka West)
IJK,Izhevsk,56.829167,53.457778,IJK (Izhevsk)
ZLO,Playa de Oro International,19.144722,-104.55861,ZLO (Playa de Oro International)
IKA,Tehran Imam Khomeini International,35.416111,51.152222,IKA (Tehran Imam Khomeini International)
ZLT,La Tabatière,50.830833,-58.975278,ZLT (La Tabatière)
IKI,Iki,33.75,129.783333,IKI (Iki)
IKO,Nikolski Air Station,52.941667,-168.85083,IKO (Nikolski Air Station)
IKS,Tiksi,71.697222,128.902222,IKS (Tiksi)
IKU,Issyk-Kul International,42.585556,76.701944,IKU (Issyk-Kul International)
IKT,International Airport Irkutsk,52.268056,104.388889,IKT (International Airport Irkutsk)
ILD,Lleida–Alguaire,41.728056,0.535278,ILD (Lleida–Alguaire)
ZMT,Masset,54.0275,-132.12528,ZMT (Masset)
ILI,Iliamna,59.754444,-154.91083,ILI (Iliamna)
ILM,Wilmington International,34.270556,-77.9025,ILM (Wilmington International)
ILP,Île des Pins,-22.588889000000002,167.455833,ILP (Île des Pins)
ILO,Iloilo International,10.83525,122.492709,ILO (Iloilo International)
ILR,Ilorin International,8.440278,4.493889,ILR (Ilorin International)
ZNE,Newman,-23.417778,119.802778,ZNE (Newman)
ZND,Zinder,13.778889,8.983611,ZND (Zinder)
ILY,Islay,55.681944,-6.256667,ILY (Islay)
ZNV,Koblenz-Winningen Airport,50.3249,7.5273,ZNV (Koblenz-Winningen Airport)
IMF,Imphal International,24.76,93.896667,IMF (Imphal International)
ZNZ,Abeid Amani Karume International,-6.221944,39.225,ZNZ (Abeid Amani Karume International)
IMP,Imperatriz,-5.531389,-47.46,IMP (Imperatriz)
IMT,Ford,45.816667,-88.116667,IMT (Ford)
INB,Independence,16.534167,-88.443056,INB (Independence)
INA,Inta Airport,66.054832,60.110321,INA (Inta Airport)
IND,Indianapolis International,39.717222,-86.294444,IND (Indianapolis International)
INC,Yinchuan Hedong International,38.320999,106.389782,INC (Yinchuan Hedong International)
ZOS,Cañal Bajo Carlos Hott Siebert,-40.611389,-73.060556,ZOS (Cañal Bajo Carlos Hott Siebert)
INH,Inhambane,-23.876389,35.408611,INH (Inhambane)
INI,Niš Constantine the Great,43.337222,21.853611,INI (Niš Constantine the Great)
INL,Falls International,48.566111,-93.403056,INL (Falls International)
INN,Innsbruck,47.260278,11.343889,INN (Innsbruck)
ZPB,Sachigo Lake,53.890833,-92.195833,ZPB (Sachigo Lake)
INT,Smith Reynolds,36.1375,-80.225278,INT (Smith Reynolds)
INV,Inverness,57.54,-4.05,INV (Inverness)
INZ,In Salah,27.251111,2.511944,INZ (In Salah)
IOA,Ioannina National,39.696389,20.8225,IOA (Ioannina National)
IOM,Isle of Man,54.083333,-4.624167,IOM (Isle of Man)
IOS,Ilhéus Jorge Amado,-14.815833,-39.033333,IOS (Ilhéus Jorge Amado)
RAB,Rabaul,-4.34,152.377222,RAB (Rabaul)
ZQN,Queenstown,-45.018333,168.746667,ZQN (Queenstown)
RAE,Arar Domestic,30.906667,41.138333,RAE (Arar Domestic)
RAH,Rafha Domestic,29.626389,43.490556,RAH (Rafha Domestic)
RAJ,Rajkot,22.309167,70.779444,RAJ (Rajkot)
RAI,Nelson Mandela International,14.941389,-23.484722,RAI (Nelson Mandela International)
IPA,Ipota,-18.855833,169.282778,IPA (Ipota)
IPC,Mataveri International,-27.164722,-109.42194,IPC (Mataveri International)
RAK,Marrakesh Menara,31.606944,-8.036389,RAK (Marrakesh Menara)
IPH,Sultan Azlan Shah,4.569167,101.093056,IPH (Sultan Azlan Shah)
RAP,Rapid City Regional,44.043056,-103.05694,RAP (Rapid City Regional)
RAO,Leite Lopes,-21.134167,-47.774167,RAO (Leite Lopes)
ZQZ,Zhangjiakou Ningyuan,40.739167,114.930833,ZQZ (Zhangjiakou Ningyuan)
RAR,Rarotonga International,-21.202778,-159.79833,RAR (Rarotonga International)
IPI,San Luis,0.861944,-77.671667,IPI (San Luis)
RAQ,Sugimanuru,-4.763017,122.566014,RAQ (Sugimanuru)
IPL,Imperial County,32.835,-115.57472,IPL (Imperial County)
RAS,Rasht,37.323333,49.617778,RAS (Rasht)
IPN,Usiminas,-19.470833,-42.4875,IPN (Usiminas)
IPT,Williamsport Regional,41.241944,-76.921111,IPT (Williamsport Regional)
RBA,Rabat–Salé,34.051389,-6.751389,RBA (Rabat–Salé)
ZRH,Zürich Airport,47.464722,8.549167,ZRH (Zürich Airport)
ZRJ,Round Lake (Weagamow Lake),52.935,-91.302222,ZRJ (Round Lake (Weagamow Lake))
RBQ,Rurrenabaque,-14.426667,-67.498889,RBQ (Rurrenabaque)
AAA,Anaa,-17.3525,-145.51,AAA (Anaa)
RBR,Rio Branco International,-9.869167,-67.894167,RBR (Rio Branco International)
IQM,Qiemo,38.149444,85.533056,IQM (Qiemo)
AAD,Adado,6.096111,46.6375,AAD (Adado)
AAE,Rabah Bitat,36.822222,7.809167,AAE (Rabah Bitat)
IQN,Qingyang,35.801908,107.600058,IQN (Qingyang)
RBV,Ramata,-8.167778,157.641944,RBV (Ramata)
RBY,Ruby,64.727222,-155.47,RBY (Ruby)
IQQ,Diego Aracena International,-20.535278,-70.181389,IQQ (Diego Aracena International)
ZSA,San Salvador,24.063333,-74.523889,ZSA (San Salvador)
AAL,Aalborg,57.092778,9.849167,AAL (Aalborg)
ZSE,Pierrefonds,-21.320833,55.425,ZSE (Pierrefonds)
IQT,Coronel FAP Francisco Secada Vignetta International,-3.784722,-73.308889,IQT (Coronel FAP Francisco Secada Vignetta International)
AAN,Al Ain International,24.261667,55.609167,AAN (Al Ain International)
RCB,Richards Bay,-28.741111,32.092222,RCB (Richards Bay)
ZSJ,Sandy Lake,53.064444,-93.346389,ZSJ (Sandy Lake)
AAQ,Anapa,45.002222,37.347222,AAQ (Anapa)
AAR,Aarhus,56.303889,10.619444,AAR (Aarhus)
AAT,Altay,47.750556,88.085833,AAT (Altay)
RCE,Roche Harbor,48.611389,-123.14139,RCE (Roche Harbor)
RCH,Almirante Padilla,11.526111,-72.925833,RCH (Almirante Padilla)
AAX,Araxá,-19.563333,-46.960278,AAX (Araxá)
IRA,Kirakira,-10.449167,161.898611,IRA (Kirakira)
IRC,Circle City,65.827778,-144.07583,IRC (Circle City)
RCM,Richmond,-20.701389,143.114167,RCM (Richmond)
IRJ,La Rioja,-29.380556,-66.795833,IRJ (La Rioja)
ABA,Abakan International,53.74,91.385,ABA (Abakan International)
ABB,Asaba International,6.203056,6.667222,ABB (Asaba International)
IRI,Iringa Airport,-7.66863,35.752102,IRI (Iringa Airport)
RCQ,Reconquista,-29.210556,-59.690833,RCQ (Reconquista)
IRK,Kirksville Regional,40.093611,-92.544444,IRK (Kirksville Regional)
ABD,Abadan,30.371111,48.228333,ABD (Abadan)
ABE,Lehigh Valley International,40.652222,-75.440833,ABE (Lehigh Valley International)
IRM,Igrim,63.197222,64.441389,IRM (Igrim)
RCU,Las Higueras,-33.094444,-64.261389,RCU (Las Higueras)
IRP,Matari,2.828611,27.5875,IRP (Matari)
ABI,Abilene Regional,32.411389,-99.681944,ABI (Abilene Regional)
ABJ,Port Bouet,5.261389,-3.926389,ABJ (Port Bouet)
ZTB,Tête-à-la-Baleine,50.674444,-59.383611,ZTB (Tête-à-la-Baleine)
RCY,Port Nelson,23.651667,-74.845,RCY (Port Nelson)
ABK,Kabri Dar,6.733889,44.255278,ABK (Kabri Dar)
ABL,Ambler,67.107222,-157.85333,ABL (Ambler)
ABM,Northern Peninsula,-10.950833,142.459444,ABM (Northern Peninsula)
ZTH,Zakynthos International,37.750833,20.884167,ZTH (Zakynthos International)
ABQ,Albuquerque International Sunport,35.040556,-106.60944,ABQ (Albuquerque International Sunport)
ABR,Aberdeen Regional,45.453611,-98.425556,ABR (Aberdeen Regional)
RDB,Red Dog,68.028333,-162.90861,RDB (Red Dog)
ABS,Abu Simbel,22.375833,31.611667,ABS (Abu Simbel)
ZTM,Shamattawa,55.8625,-92.081111,ZTM (Shamattawa)
RDD,Redding Municipal,40.508889,-122.29333,RDD (Redding Municipal)
ABT,Al-Baha Domestic,20.296111,41.634167,ABT (Al-Baha Domestic)
ABU,Haliwen,-9.075,124.903889,ABU (Haliwen)
ABV,Nnamdi Azikiwe International,9.006667,7.263056,ABV (Nnamdi Azikiwe International)
ISA,Mount Isa,-20.663889,139.488611,ISA (Mount Isa)
ABX,Albury,-36.067778,146.958056,ABX (Albury)
ABY,Southwest Georgia Regional,31.535556,-84.194444,ABY (Southwest Georgia Regional)
ABZ,Aberdeen,57.204167,-2.200278,ABZ (Aberdeen)
ISB,Islamabad International Airport,33.55126,72.826754,ISB (Islamabad International Airport)
ISE,Isparta Süleyman Demirel,37.855556,30.368333,ISE (Isparta Süleyman Demirel)
RDM,Roberts Field,44.254167,-121.15,RDM (Roberts Field)
ISG,Ishigaki,24.396389,124.245,ISG (Ishigaki)
ACA,Acapulco International,16.756944,-99.753889,ACA (Acapulco International)
RDP,Kazi Nazrul Islam,23.624167,87.242222,RDP (Kazi Nazrul Islam)
ACC,Kotoka International,5.605278,-0.166667,ACC (Kotoka International)
RDU,Raleigh–Durham International,35.877778,-78.7875,RDU (Raleigh–Durham International)
ACD,Alcides Fernández,8.516667,-77.3,ACD (Alcides Fernández)
ISL,Istanbul Airport,41.275278,28.751944,ISL (Istanbul Airport)
ACE,Lanzarote,28.945556,-13.605278,ACE (Lanzarote)
ISN,Sloulin Field International,48.179167,-103.64333,ISN (Sloulin Field International)
ACH,St. Gallen–Altenrhein,47.485,9.560833,ACH (St. Gallen–Altenrhein)
ISP,Long Island MacArthur,40.795278,-73.100278,ISP (Long Island MacArthur)
ACI,Alderney,49.706944,-2.215556,ACI (Alderney)
RDZ,Rodez–Aveyron,44.4075,2.483333,RDZ (Rodez–Aveyron)
ACK,Nantucket Memorial,41.253056,-70.060278,ACK (Nantucket Memorial)
ISU,Sulaimaniyah International,35.5625,45.315833,ISU (Sulaimaniyah International)
IST,Istanbul Atatürk,40.976944,28.814722,IST (Istanbul Atatürk)
ZUH,Zhuhai Jinwan,22.006667,113.376111,ZUH (Zhuhai Jinwan)
ACR,Araracuara,-0.600833,-72.396389,ACR (Araracuara)
REC,Recife/Guararapes–Gilberto Freyre International,-8.126667,-34.923056,REC (Recife/Guararapes–Gilberto Freyre International)
ACT,Waco Regional,31.611389,-97.230556000000007,ACT (Waco Regional)
ZUM,Churchill Falls,53.562778,-64.106111,ZUM (Churchill Falls)
ACU,Achutupo,9.190727,-77.993915,ACU (Achutupo)
ACV,Arcata–Eureka,40.978056,-124.10861,ACV (Arcata–Eureka)
REG,Reggio Calabria,38.071944,15.653611,REG (Reggio Calabria)
ACX,Xingyi Wanfenglin,25.085556,104.959444,ACX (Xingyi Wanfenglin)
ACY,Atlantic City International,39.4575,-74.577222,ACY (Atlantic City International)
ACZ,Zabol,31.098333,61.543889,ACZ (Zabol)
REL,Almirante Marcos A. Zar,-43.210556,-65.270278,REL (Almirante Marcos A. Zar)
REN,Orenburg Tsentralny,51.795833,55.456667,REN (Orenburg Tsentralny)
REP,Siem Reap International,13.410556,103.812778,REP (Siem Reap International)
ITH,Ithaca Tompkins Regional,42.491111,-76.460833,ITH (Ithaca Tompkins Regional)
ADA,Adana Şakirpaşa,36.982222,35.280278,ADA (Adana Şakirpaşa)
ADB,Adnan Menderes,38.2925,27.156944,ADB (Adnan Menderes)
RET,Røst,67.5275,12.103056,RET (Røst)
RES,Resistencia International,-27.45,-59.056111,RES (Resistencia International)
ADD,Addis Ababa Bole International,8.977778,38.799444,ADD (Addis Ababa Bole International)
ADE,Aden International Airport,12.8295,45.028801,ADE (Aden International Airport)
REU,Reus,41.1475,1.167222,REU (Reus)
ITM,Itami,34.785556,135.438333,ITM (Itami)
ADF,Adıyaman,37.731389,38.468889,ADF (Adıyaman)
REX,General Lucio Blanco International,26.008889,-98.228611,REX (General Lucio Blanco International)
ITO,Hilo International,19.721389,-155.04833,ITO (Hilo International)
ADH,Aldan,58.602778,125.406667,ADH (Aldan)
ADK,Adak,51.881111,-176.64833,ADK (Adak)
ADL,Adelaide,-34.945,138.530556,ADL (Adelaide)
ITU,Iturup,45.256389,147.955833,ITU (Iturup)
